open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
408.2,416.33,407.7,414.2,19573000.0,416.33,407.7,414.2,408.2,19594287.0,1.0,0.0,MSFT,XNAS,2024-09-10T00:00:00+0000
407.24,408.65,402.15,405.72,15275400.0,408.65,402.15,405.72,407.24,15295134.0,1.0,0.0,MSFT,XNAS,2024-09-09T00:00:00+0000
409.06,410.65,400.8,401.7,19382200.0,410.65,400.8,401.7,409.06,19609526.0,1.0,0.0,MSFT,XNAS,2024-09-06T00:00:00+0000
408.205,413.1,406.13,408.39,14089837.0,413.1,406.13,408.39,407.62,14195516.0,1.0,0.0,MSFT,XNAS,2024-09-05T00:00:00+0000
405.63,411.24,404.37,408.9,14860891.0,411.24,404.37,408.9,405.91,14886710.0,1.0,0.0,MSFT,XNAS,2024-09-04T00:00:00+0000
417.99,419.88,407.03,409.44,19788534.0,419.88,407.03,409.44,417.91,20313603.0,1.0,0.0,MSFT,XNAS,2024-09-03T00:00:00+0000
415.6,417.49,412.13,417.14,24308324.0,417.49,412.13,417.14,415.6,24308324.0,1.0,0.0,MSFT,XNAS,2024-08-30T00:00:00+0000
414.94,422.05,410.6,413.12,17030800.0,422.05,410.6,413.12,414.94,17045241.0,1.0,0.0,MSFT,XNAS,2024-08-29T00:00:00+0000
414.88,415.0,407.31,410.6,14846300.0,415.0,407.31,410.6,414.88,14882660.0,1.0,0.0,MSFT,XNAS,2024-08-28T00:00:00+0000
412.86,414.36,410.25,413.84,13473900.0,414.36,410.25,413.84,412.86,13492911.0,1.0,0.0,MSFT,XNAS,2024-08-27T00:00:00+0000
416.37,417.28,411.34,413.49,13134700.0,417.2799,411.34,413.49,416.365,13152830.0,1.0,0.0,MSFT,XNAS,2024-08-26T00:00:00+0000
416.98,419.26,412.09,416.79,18473000.0,419.26,412.09,416.79,416.98,18493784.0,1.0,0.0,MSFT,XNAS,2024-08-23T00:00:00+0000
424.36,426.79,414.61,415.55,19348500.0,426.7899,414.61,415.55,424.36,19361901.0,1.0,0.0,MSFT,XNAS,2024-08-22T00:00:00+0000
424.08,426.4,421.72,424.14,15744000.0,426.4,421.72,424.14,424.075,16067298.0,1.0,0.0,MSFT,XNAS,2024-08-21T00:00:00+0000
421.7,425.86,421.64,424.8,16352000.0,425.86,421.64,424.8,421.7,16387581.0,1.0,0.0,MSFT,XNAS,2024-08-20T00:00:00+0000
418.96,421.75,416.46,421.53,15210800.0,421.75,416.46,421.53,418.96,15233957.0,1.0,0.0,MSFT,XNAS,2024-08-19T00:00:00+0000
420.6,421.34,417.3,418.47,22757000.0,421.34,417.3,418.47,420.6,22775593.0,1.0,0.0,MSFT,XNAS,2024-08-16T00:00:00+0000
419.8,421.11,417.66,421.03,20721500.0,421.11,417.66,421.03,419.8,20752144.0,1.0,0.75,MSFT,XNAS,2024-08-15T00:00:00+0000
414.8,417.72,412.45,416.86,18250400.0,417.72,412.4456,416.11,414.8,18266980.0,1.0,0.0,MSFT,XNAS,2024-08-14T00:00:00+0000
410.08,414.95,409.58,414.01,18533284.0,414.95,409.57,414.01,409.59,19414271.0,1.0,0.0,MSFT,XNAS,2024-08-13T00:00:00+0000
407.06,408.76,404.24,406.81,16739400.0,408.76,404.2434,406.81,407.06,16762883.0,1.0,0.0,MSFT,XNAS,2024-08-12T00:00:00+0000
404.03,408.05,402.26,406.02,19018300.0,408.05,402.2624,406.02,404.03,19276666.0,1.0,0.0,MSFT,XNAS,2024-08-09T00:00:00+0000
402.44,405.86,399.94,402.69,18649900.0,405.86,399.9407,402.69,402.44,20203030.0,1.0,0.0,MSFT,XNAS,2024-08-08T00:00:00+0000
408.635,410.05,397.47,398.43,20244294.0,410.08,397.47,398.43,408.635,20650906.0,1.0,0.0,MSFT,XNAS,2024-08-07T00:00:00+0000
400.235,405.67,398.505,399.61,24826640.0,405.67,398.5,399.61,400.0,24946525.0,1.0,0.0,MSFT,XNAS,2024-08-06T00:00:00+0000
389.17,401.04,385.58,395.15,40652000.0,401.04,385.58,395.15,389.17,40709238.0,1.0,0.0,MSFT,XNAS,2024-08-05T00:00:00+0000
412.49,415.0,404.34,408.49,29399700.0,415.0,404.34,408.49,412.49,29437900.0,1.0,0.0,MSFT,XNAS,2024-08-02T00:00:00+0000
420.79,427.46,413.09,417.11,30229100.0,427.46,413.0901,417.11,420.785,30296400.0,1.0,0.0,MSFT,XNAS,2024-08-01T00:00:00+0000
420.5,421.78,412.21,418.35,42806400.0,421.775,412.21,418.35,420.495,42891366.0,1.0,0.0,MSFT,XNAS,2024-07-31T00:00:00+0000
427.72,429.05,417.36,422.92,31694300.0,429.05,417.36,422.92,427.72,32687578.0,1.0,0.0,MSFT,XNAS,2024-07-30T00:00:00+0000
431.58,432.15,424.7,426.73,15021300.0,432.15,424.7042,426.73,431.58,15125836.0,1.0,0.0,MSFT,XNAS,2024-07-29T00:00:00+0000
418.2,428.92,417.27,425.27,23566500.0,428.915,417.27,425.27,418.2,23583839.0,1.0,0.0,MSFT,XNAS,2024-07-26T00:00:00+0000
428.8,429.8,417.51,418.4,29904800.0,429.8,417.51,418.4,428.8,29943795.0,1.0,0.0,MSFT,XNAS,2024-07-25T00:00:00+0000
440.45,441.48,427.59,428.9,26761700.0,441.48,427.585,428.9,440.45,26805800.0,1.0,0.0,MSFT,XNAS,2024-07-24T00:00:00+0000
443.9,448.39,443.1,444.85,13075000.0,448.39,443.1,444.85,443.895,13107050.0,1.0,0.0,MSFT,XNAS,2024-07-23T00:00:00+0000
441.79,444.6,438.91,442.94,15784700.0,444.6,438.9125,442.94,441.79,15808755.0,1.0,0.0,MSFT,XNAS,2024-07-22T00:00:00+0000
433.1,441.14,432.0,437.11,20862400.0,441.14,432.0,437.11,433.1,20940417.0,1.0,0.0,MSFT,XNAS,2024-07-19T00:00:00+0000
444.34,444.65,434.4,440.37,20724014.0,444.65,434.4,440.37,444.34,20794822.0,1.0,0.0,MSFT,XNAS,2024-07-18T00:00:00+0000
442.43,444.85,439.18,443.52,21741478.0,444.85,439.18,443.52,442.59,21754021.0,1.0,0.0,MSFT,XNAS,2024-07-17T00:00:00+0000
454.22,454.3,446.66,449.52,17038389.0,454.3,446.66,449.52,454.22,17175679.0,1.0,0.0,MSFT,XNAS,2024-07-16T00:00:00+0000
453.42,457.26,451.43,453.96,13621481.0,457.26,451.43,453.96,453.3,14429447.0,1.0,0.0,MSFT,XNAS,2024-07-15T00:00:00+0000
454.33,456.36,450.65,453.55,16311300.0,456.36,450.645,453.55,454.325,16324274.0,1.0,0.0,MSFT,XNAS,2024-07-12T00:00:00+0000
462.73,464.78,451.55,454.7,22835138.0,464.78,451.55,454.7,462.98,23111175.0,1.0,0.0,MSFT,XNAS,2024-07-11T00:00:00+0000
461.22,466.46,458.9,466.25,17757563.0,466.46,458.855,466.25,461.22,18196100.0,1.0,0.0,MSFT,XNAS,2024-07-10T00:00:00+0000
467.0,467.33,458.0,459.54,17139768.0,467.33,458.0,459.54,467.0,17228507.0,1.0,0.0,MSFT,XNAS,2024-07-09T00:00:00+0000
466.55,467.7,464.46,466.24,12764501.0,467.7,464.46,466.24,466.55,12962321.0,1.0,0.0,MSFT,XNAS,2024-07-08T00:00:00+0000
459.61,468.35,458.97,467.56,15980200.0,468.35,458.965,467.56,459.61,16000290.0,1.0,0.0,MSFT,XNAS,2024-07-05T00:00:00+0000
458.19,461.02,457.88,460.77,9932830.0,461.02,457.88,460.77,458.19,9932830.0,1.0,0.0,MSFT,XNAS,2024-07-03T00:00:00+0000
453.1375,459.59,453.113,459.28,13896759.0,459.59,453.113,459.28,453.2,13979779.0,1.0,0.0,MSFT,XNAS,2024-07-02T00:00:00+0000
448.61,457.37,445.66,456.73,17545940.0,457.37,445.66,456.73,448.66,17662818.0,1.0,0.0,MSFT,XNAS,2024-07-01T00:00:00+0000
453.07,455.38,446.41,446.95,28333300.0,455.38,446.41,446.95,453.07,28362271.0,1.0,0.0,MSFT,XNAS,2024-06-28T00:00:00+0000
452.15,456.16,451.77,452.85,14312876.0,456.17,451.77,452.85,452.175,14806324.0,1.0,0.0,MSFT,XNAS,2024-06-27T00:00:00+0000
448.995,453.5885,448.19,452.16,15585437.0,453.6,448.19,452.16,449.0,16507030.0,1.0,0.0,MSFT,XNAS,2024-06-26T00:00:00+0000
448.25,451.42,446.75,450.95,16413400.0,451.42,446.75,450.95,448.25,16747529.0,1.0,0.0,MSFT,XNAS,2024-06-25T00:00:00+0000
449.8,452.75,446.41,447.67,15896100.0,452.75,446.41,447.67,449.8,15913719.0,1.0,0.0,MSFT,XNAS,2024-06-24T00:00:00+0000
447.38,450.58,446.51,449.78,34187100.0,450.58,446.51,449.78,447.38,34486172.0,1.0,0.0,MSFT,XNAS,2024-06-21T00:00:00+0000
446.3,446.53,441.27,445.7,19848600.0,446.53,441.27,445.7,446.3,19877378.0,1.0,0.0,MSFT,XNAS,2024-06-20T00:00:00+0000
449.71,450.14,444.89,446.34,17112500.0,450.14,444.89,446.34,449.705,17112504.0,1.0,0.0,MSFT,XNAS,2024-06-18T00:00:00+0000
442.59,450.94,440.72,448.37,20775700.0,450.94,440.72,448.37,442.585,20790030.0,1.0,0.0,MSFT,XNAS,2024-06-17T00:00:00+0000
438.28,443.14,436.72,442.57,13493100.0,443.1376,436.721,442.57,438.275,13581985.0,1.0,0.0,MSFT,XNAS,2024-06-14T00:00:00+0000
440.85,443.39,439.37,441.58,15895700.0,443.39,439.37,441.58,440.85,15960565.0,1.0,0.0,MSFT,XNAS,2024-06-13T00:00:00+0000
435.32,443.4,433.25,441.06,22221056.0,443.4,433.25,441.06,435.32,22366233.0,1.0,0.0,MSFT,XNAS,2024-06-12T00:00:00+0000
425.78,432.82,425.25,432.68,14071292.0,432.82,425.25,432.68,425.475,14551101.0,1.0,0.0,MSFT,XNAS,2024-06-11T00:00:00+0000
424.7,428.08,423.89,427.87,13982900.0,428.08,423.89,427.87,424.7,14003034.0,1.0,0.0,MSFT,XNAS,2024-06-10T00:00:00+0000
426.2,426.28,423.0,423.85,13611100.0,426.28,423.0,423.85,426.2,13621650.0,1.0,0.0,MSFT,XNAS,2024-06-07T00:00:00+0000
424.0,425.31,420.58,424.52,14791937.0,425.31,420.58,424.52,424.01,14861251.0,1.0,0.0,MSFT,XNAS,2024-06-06T00:00:00+0000
417.81,424.08,416.3,424.01,16259550.0,424.08,416.3,424.01,417.81,16988038.0,1.0,0.0,MSFT,XNAS,2024-06-05T00:00:00+0000
412.43,416.44,409.68,416.07,13573800.0,416.44,409.675,416.07,412.43,14348917.0,1.0,0.0,MSFT,XNAS,2024-06-04T00:00:00+0000
415.53,416.43,408.92,413.52,17434200.0,416.43,408.9234,413.52,415.525,17484675.0,1.0,0.0,MSFT,XNAS,2024-06-03T00:00:00+0000
416.75,416.75,404.51,415.13,47965200.0,416.75,404.51,415.13,416.75,47995250.0,1.0,0.0,MSFT,XNAS,2024-05-31T00:00:00+0000
424.3,424.3,414.24,414.67,28394500.0,424.3,414.24,414.67,424.3,28424847.0,1.0,0.0,MSFT,XNAS,2024-05-30T00:00:00+0000
425.69,430.94,425.69,429.17,15473800.0,430.94,425.69,429.17,425.69,15517130.0,1.0,0.0,MSFT,XNAS,2024-05-29T00:00:00+0000
429.63,430.82,426.6,430.32,15706000.0,430.82,426.6,430.32,429.63,15718024.0,1.0,0.0,MSFT,XNAS,2024-05-28T00:00:00+0000
427.19,431.055,424.41,430.16,11855285.0,431.055,424.41,430.16,427.19,11855285.0,1.0,0.0,MSFT,XNAS,2024-05-24T00:00:00+0000
432.97,433.6,425.42,427.0,17190100.0,433.6,425.424,427.0,432.97,17211689.0,1.0,0.0,MSFT,XNAS,2024-05-23T00:00:00+0000
430.09,432.41,427.13,430.52,18021300.0,432.41,427.13,430.52,430.09,18073698.0,1.0,0.0,MSFT,XNAS,2024-05-22T00:00:00+0000
426.83,432.97,424.85,429.04,21428700.0,432.97,424.85,429.04,426.825,21453255.0,1.0,0.0,MSFT,XNAS,2024-05-21T00:00:00+0000
420.0,426.75,419.99,425.34,14229587.0,426.77,419.99,425.34,420.21,16272137.0,1.0,0.0,MSFT,XNAS,2024-05-20T00:00:00+0000
422.54,422.92,418.03,420.21,15334200.0,422.92,418.025,420.21,422.54,15352239.0,1.0,0.0,MSFT,XNAS,2024-05-17T00:00:00+0000
421.8,425.42,420.35,420.99,17512400.0,425.42,420.35,420.99,421.8,17530050.0,1.0,0.0,MSFT,XNAS,2024-05-16T00:00:00+0000
417.9,423.81,417.27,423.08,22217500.0,423.81,417.27,423.08,417.9,22239533.0,1.0,0.75,MSFT,XNAS,2024-05-15T00:00:00+0000
412.02,417.49,411.55,416.56,15042700.0,417.49,411.55,416.56,412.02,15109306.0,1.0,0.0,MSFT,XNAS,2024-05-14T00:00:00+0000
418.348,418.348,410.825,413.72,14403435.0,418.348,410.82,413.72,418.01,15440226.0,1.0,0.0,MSFT,XNAS,2024-05-13T00:00:00+0000
412.94,415.38,411.8,414.74,13395400.0,415.38,411.8,414.74,412.935,13402281.0,1.0,0.0,MSFT,XNAS,2024-05-10T00:00:00+0000
410.57,412.72,409.1,412.32,14670400.0,412.72,409.1,412.32,410.57,14689727.0,1.0,0.0,MSFT,XNAS,2024-05-09T00:00:00+0000
