open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
184.9,186.19,183.4519,185.13,36044906.0,186.19,183.4519,185.13,184.9,36044906.0,1.0,0.0,AMZN,XNAS,2024-10-01T00:00:00+0000
187.1013,188.49,184.65,186.33,41680400.0,188.49,184.65,186.33,187.14,41680400.0,1.0,0.0,AMZN,XNAS,2024-09-30T00:00:00+0000
190.68,190.9,187.34,187.97,36002316.0,190.9,187.34,187.97,190.68,36002316.0,1.0,0.0,AMZN,XNAS,2024-09-27T00:00:00+0000
194.31,194.53,189.54,191.16,36334854.0,194.53,189.54,191.16,194.31,36334854.0,1.0,0.0,AMZN,XNAS,2024-09-26T00:00:00+0000
193.75,193.9498,192.16,192.53,26391144.0,193.9498,192.16,192.53,193.75,26391144.0,1.0,0.0,AMZN,XNAS,2024-09-25T00:00:00+0000
194.27,195.37,190.13,193.96,43478926.0,195.37,190.13,193.96,194.27,43478926.0,1.0,0.0,AMZN,XNAS,2024-09-24T00:00:00+0000
191.64,194.45,190.57,193.88,36993111.0,194.45,190.57,193.88,191.64,36993111.0,1.0,0.0,AMZN,XNAS,2024-09-23T00:00:00+0000
190.23,191.84,187.41,191.6,100378553.0,191.84,187.41,191.6,190.23,100378553.0,1.0,0.0,AMZN,XNAS,2024-09-20T00:00:00+0000
190.04,190.99,188.47,189.87,39543168.0,190.99,188.47,189.87,190.04,39543168.0,1.0,0.0,AMZN,XNAS,2024-09-19T00:00:00+0000
186.45,188.8,185.06,186.43,34448130.0,188.8,185.06,186.43,186.45,34448130.0,1.0,0.0,AMZN,XNAS,2024-09-18T00:00:00+0000
186.85,189.45,186.14,186.88,26091682.0,189.45,186.14,186.88,186.85,26091682.0,1.0,0.0,AMZN,XNAS,2024-09-17T00:00:00+0000
185.29,185.81,183.36,184.89,26065485.0,185.81,183.36,184.89,185.29,26065485.0,1.0,0.0,AMZN,XNAS,2024-09-16T00:00:00+0000
187.0,188.5,185.91,186.49,26495351.0,188.5,185.91,186.49,187.0,26495351.0,1.0,0.0,AMZN,XNAS,2024-09-13T00:00:00+0000
184.8,187.41,183.54,187.0,33622483.0,187.41,183.54,187.0,184.8,33622483.0,1.0,0.0,AMZN,XNAS,2024-09-12T00:00:00+0000
180.095,184.99,175.73,184.52,42564698.0,184.99,175.73,184.52,180.095,42564698.0,1.0,0.0,AMZN,XNAS,2024-09-11T00:00:00+0000
177.49,180.5,176.79,179.55,36233796.0,180.5,176.79,179.55,177.49,36233796.0,1.0,0.0,AMZN,XNAS,2024-09-10T00:00:00+0000
174.53,175.85,173.51,175.4,29037362.0,175.85,173.51,175.4,174.53,29037362.0,1.0,0.0,AMZN,XNAS,2024-09-09T00:00:00+0000
177.24,178.38,171.16,171.39,41466537.0,178.38,171.16,171.39,177.24,41466537.0,1.0,0.0,AMZN,XNAS,2024-09-06T00:00:00+0000
175.0,179.875,174.995,177.89,40142961.0,179.875,174.995,177.89,175.0,40170526.0,1.0,0.0,AMZN,XNAS,2024-09-05T00:00:00+0000
174.48,175.98,172.54,173.33,30288953.0,175.98,172.54,173.33,174.48,29682478.0,1.0,0.0,AMZN,XNAS,2024-09-04T00:00:00+0000
177.55,178.26,175.26,176.25,37817511.0,178.26,175.26,176.25,177.55,37817511.0,1.0,0.0,AMZN,XNAS,2024-09-03T00:00:00+0000
172.78,178.9,172.6,178.5,43429355.0,178.9,172.6,178.5,172.78,43429355.0,1.0,0.0,AMZN,XNAS,2024-08-30T00:00:00+0000
173.22,174.29,170.81,172.12,26407815.0,174.29,170.81,172.12,173.22,26407815.0,1.0,0.0,AMZN,XNAS,2024-08-29T00:00:00+0000
173.69,173.69,168.92,170.8,29045025.0,173.69,168.92,170.8,173.69,29045025.0,1.0,0.0,AMZN,XNAS,2024-08-28T00:00:00+0000
174.15,174.89,172.25,173.12,29841979.0,174.89,172.25,173.12,174.15,29841979.0,1.0,0.0,AMZN,XNAS,2024-08-27T00:00:00+0000
176.7,177.4682,174.3,175.5,22366236.0,177.4682,174.3,175.5,176.7,22366236.0,1.0,0.0,AMZN,XNAS,2024-08-26T00:00:00+0000
177.34,178.9699,175.24,177.04,29150091.0,178.9699,175.24,177.04,177.34,29150091.0,1.0,0.0,AMZN,XNAS,2024-08-23T00:00:00+0000
