open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
166.06,167.63,161.982,163.4,17133830.0,167.63,161.982,163.4,166.06,17133830.0,1.0,0.0,GOOG,XNAS,2024-08-29T00:00:00+0000
166.78,167.39,163.28,164.5,15208736.0,167.39,163.28,164.5,166.78,15208736.0,1.0,0.0,GOOG,XNAS,2024-08-28T00:00:00+0000
167.61,168.245,166.16,166.38,13718162.0,168.245,166.16,166.38,167.61,13718162.0,1.0,0.0,GOOG,XNAS,2024-08-27T00:00:00+0000
168.155,169.38,166.32,167.93,11990305.0,169.38,166.32,167.93,168.155,11990305.0,1.0,0.0,GOOG,XNAS,2024-08-26T00:00:00+0000
166.55,167.95,165.66,167.43,14281621.0,167.95,165.66,167.43,166.55,14281621.0,1.0,0.0,GOOG,XNAS,2024-08-23T00:00:00+0000
169.04,169.42,165.03,165.49,19123778.0,169.42,165.03,165.49,169.04,19123778.0,1.0,0.0,GOOG,XNAS,2024-08-22T00:00:00+0000
166.99,168.64,166.57,167.63,15269550.0,168.64,166.57,167.63,166.99,15269550.0,1.0,0.0,GOOG,XNAS,2024-08-21T00:00:00+0000
168.74,170.41,168.66,168.96,12622523.0,170.41,168.66,168.96,168.74,12622523.0,1.0,0.0,GOOG,XNAS,2024-08-20T00:00:00+0000
167.0,168.47,166.09,168.4,13100762.0,168.47,166.09,168.4,167.0,13100762.0,1.0,0.0,GOOG,XNAS,2024-08-19T00:00:00+0000
163.41,166.95,163.08,164.74,16853137.0,166.95,163.08,164.74,163.41,16853137.0,1.0,0.0,GOOG,XNAS,2024-08-16T00:00:00+0000
162.21,163.52,161.49,163.17,18392452.0,163.52,161.49,163.17,162.21,18392452.0,1.0,0.0,GOOG,XNAS,2024-08-15T00:00:00+0000
164.21,164.96,159.53,162.03,22515895.0,164.96,159.53,162.03,164.21,22515895.0,1.0,0.0,GOOG,XNAS,2024-08-14T00:00:00+0000
165.185,166.54,164.77,165.93,12717628.0,166.54,164.77,165.93,165.185,12717628.0,1.0,0.0,GOOG,XNAS,2024-08-13T00:00:00+0000
165.995,166.7,163.55,163.95,12434969.0,166.7,163.55,163.95,165.995,12434969.0,1.0,0.0,GOOG,XNAS,2024-08-12T00:00:00+0000
161.645,165.52,160.93,165.39,13549230.0,165.52,160.93,165.39,161.645,13549230.0,1.0,0.0,GOOG,XNAS,2024-08-09T00:00:00+0000
162.344,165.5,162.03,163.84,15733612.0,165.5,162.03,163.84,162.344,15733612.0,1.0,0.0,GOOG,XNAS,2024-08-08T00:00:00+0000
163.24,164.79,160.24,160.75,19315014.0,164.79,160.24,160.75,163.24,19334246.0,1.0,0.0,GOOG,XNAS,2024-08-07T00:00:00+0000
160.945,162.35,158.13,160.54,36131403.0,162.35,158.13,160.54,160.945,36146541.0,1.0,0.0,GOOG,XNAS,2024-08-06T00:00:00+0000
157.37,165.94,156.6,160.64,34892954.0,165.94,156.6,160.64,157.37,34907815.0,1.0,0.0,GOOG,XNAS,2024-08-05T00:00:00+0000
168.19,170.21,166.39,168.4,800236.0,170.21,166.39,168.4,168.19,18907773.0,1.0,0.0,GOOG,XNAS,2024-08-02T00:00:00+0000
171.98,175.68,170.51,172.45,17177833.0,175.68,170.51,172.45,171.98,17177833.0,1.0,0.0,GOOG,XNAS,2024-08-01T00:00:00+0000
174.92,175.91,171.72,173.15,15650154.0,175.91,171.72,173.15,174.92,15650154.0,1.0,0.0,GOOG,XNAS,2024-07-31T00:00:00+0000
171.83,172.95,170.12,171.86,13681418.0,172.95,170.12,171.86,171.83,13681418.0,1.0,0.0,GOOG,XNAS,2024-07-30T00:00:00+0000
170.5,172.16,169.72,171.13,13768931.0,172.16,169.72,171.13,170.5,13768931.0,1.0,0.0,GOOG,XNAS,2024-07-29T00:00:00+0000
168.77,169.84,165.865,168.68,25150116.0,169.84,165.865,168.68,168.77,25150116.0,1.0,0.0,GOOG,XNAS,2024-07-26T00:00:00+0000
174.25,175.2,169.05,169.16,28967880.0,175.2,169.05,169.16,174.25,28967880.0,1.0,0.0,GOOG,XNAS,2024-07-25T00:00:00+0000
175.39,177.95,173.57,174.37,30213071.0,177.95,173.57,174.37,175.39,31250683.0,1.0,0.0,GOOG,XNAS,2024-07-24T00:00:00+0000
183.84,185.22,183.33,183.6,23772602.0,185.22,183.33,183.6,183.84,23772602.0,1.0,0.0,GOOG,XNAS,2024-07-23T00:00:00+0000
182.35,184.3,181.9,183.35,16303896.0,184.3,181.9,183.35,182.35,16303896.0,1.0,0.0,GOOG,XNAS,2024-07-22T00:00:00+0000
180.37,181.97,178.86,179.39,14485899.0,181.97,178.86,179.39,180.37,14485899.0,1.0,0.0,GOOG,XNAS,2024-07-19T00:00:00+0000
183.54,184.05,178.21,179.22,17876778.0,184.05,178.21,179.22,183.54,17877197.0,1.0,0.0,GOOG,XNAS,2024-07-18T00:00:00+0000
184.68,185.23,181.62,182.62,17376045.0,185.23,181.62,182.62,184.68,17376563.0,1.0,0.0,GOOG,XNAS,2024-07-17T00:00:00+0000
188.96,190.34,185.12,185.5,12759547.0,190.34,185.12,185.5,188.96,12760102.0,1.0,0.0,GOOG,XNAS,2024-07-16T00:00:00+0000
186.49,189.9,186.49,188.19,12185596.0,189.9,186.49,188.19,186.49,12186015.0,1.0,0.0,GOOG,XNAS,2024-07-15T00:00:00+0000
186.92,188.69,186.14,186.78,14449113.0,188.69,186.14,186.78,186.92,14449113.0,1.0,0.0,GOOG,XNAS,2024-07-12T00:00:00+0000
191.34,192.41,186.82,187.3,16446259.0,192.41,186.82,187.3,191.34,16451981.0,1.0,0.0,GOOG,XNAS,2024-07-11T00:00:00+0000
190.75,193.31,190.62,192.66,12052550.0,193.31,190.62,192.66,190.75,12052906.0,1.0,0.0,GOOG,XNAS,2024-07-10T00:00:00+0000
191.75,192.86,190.23,190.44,10224509.0,192.86,190.23,190.44,191.75,10224925.0,1.0,0.0,GOOG,XNAS,2024-07-09T00:00:00+0000
191.365,191.6791,189.32,190.48,12097611.0,191.6791,189.32,190.48,191.365,12097611.0,1.0,0.0,GOOG,XNAS,2024-07-08T00:00:00+0000
187.32,192.26,187.32,191.96,14303361.0,192.26,187.32,191.96,187.32,14303361.0,1.0,0.0,GOOG,XNAS,2024-07-05T00:00:00+0000
186.3,187.62,185.385,187.39,7409106.0,187.62,185.385,187.39,186.3,7409106.0,1.0,0.0,GOOG,XNAS,2024-07-03T00:00:00+0000
183.47,186.95,183.06,186.61,12555545.0,186.95,183.06,186.61,183.47,12555545.0,1.0,0.0,GOOG,XNAS,2024-07-02T00:00:00+0000
184.48,185.34,182.73,184.49,11813799.0,185.34,182.73,184.49,184.48,11815862.0,1.0,0.0,GOOG,XNAS,2024-07-01T00:00:00+0000
185.72,186.58,183.325,183.42,23032362.0,186.58,183.325,183.42,185.72,23032362.0,1.0,0.0,GOOG,XNAS,2024-06-28T00:00:00+0000
185.645,187.5,185.45,186.86,13019536.0,187.5,185.45,186.86,185.645,13025656.0,1.0,0.0,GOOG,XNAS,2024-06-27T00:00:00+0000
184.2,185.93,183.99,185.37,13371372.0,185.93,183.99,185.37,184.2,13375715.0,1.0,0.0,GOOG,XNAS,2024-06-26T00:00:00+0000
181.145,185.75,181.105,185.58,18917734.0,185.75,181.105,185.58,181.145,18917734.0,1.0,0.0,GOOG,XNAS,2024-06-25T00:00:00+0000
181.28,182.08,180.23,180.79,18198282.0,182.08,180.23,180.79,181.28,18198282.0,1.0,0.0,GOOG,XNAS,2024-06-24T00:00:00+0000
178.49,182.5117,178.06,180.26,59728019.0,182.5117,178.06,180.26,178.49,59728019.0,1.0,0.0,GOOG,XNAS,2024-06-21T00:00:00+0000
176.71,178.74,176.46,177.71,16753166.0,178.74,176.46,177.71,176.71,16753166.0,1.0,0.0,GOOG,XNAS,2024-06-20T00:00:00+0000
178.79,178.91,175.62,176.45,15640257.0,178.91,175.62,176.45,178.79,15640257.0,1.0,0.0,GOOG,XNAS,2024-06-18T00:00:00+0000
176.98,179.92,176.49,178.78,15272864.0,179.92,176.49,178.78,176.98,15272864.0,1.0,0.0,GOOG,XNAS,2024-06-17T00:00:00+0000
175.852,178.73,175.852,178.37,12361571.0,178.73,175.852,178.37,175.852,12361571.0,1.0,0.0,GOOG,XNAS,2024-06-14T00:00:00+0000
177.84,178.51,176.66,176.74,15933304.0,178.51,176.66,176.74,177.84,15956941.0,1.0,0.0,GOOG,XNAS,2024-06-13T00:00:00+0000
179.75,182.08,177.78,179.56,18600421.0,182.08,177.78,179.56,179.75,18600421.0,1.0,0.0,GOOG,XNAS,2024-06-12T00:00:00+0000
177.72,178.39,175.44,178.19,14402401.0,178.39,175.44,178.19,177.72,14402401.0,1.0,0.0,GOOG,XNAS,2024-06-11T00:00:00+0000
176.45,178.47,174.38,176.63,17122247.0,178.47,174.38,176.63,176.45,17122247.0,1.0,0.2,GOOG,XNAS,2024-06-10T00:00:00+0000
178.46,179.42,175.7499,175.7499,14716270.0,179.42,175.79,175.5499,178.46,14716270.0,1.0,0.0,GOOG,XNAS,2024-06-07T00:00:00+0000
177.43,178.71,177.21,178.35,14255818.0,178.71,177.21,178.35,177.43,14255818.0,1.0,0.0,GOOG,XNAS,2024-06-06T00:00:00+0000
176.535,177.97,175.29,177.07,15233861.0,177.97,175.29,177.07,176.535,15233861.0,1.0,0.0,GOOG,XNAS,2024-06-05T00:00:00+0000
174.45,175.19,173.22,175.13,14066602.0,175.19,173.22,175.13,174.45,14066602.0,1.0,0.0,GOOG,XNAS,2024-06-04T00:00:00+0000
173.88,175.86,172.45,174.42,20742798.0,175.86,172.45,174.42,173.88,20742798.0,1.0,0.0,GOOG,XNAS,2024-06-03T00:00:00+0000
173.4,174.42,170.97,173.96,28085151.0,174.42,170.97,173.96,173.4,28085151.0,1.0,0.0,GOOG,XNAS,2024-05-31T00:00:00+0000
176.69,176.69,173.23,173.56,18844036.0,176.69,173.23,173.56,176.69,18844036.0,1.0,0.0,GOOG,XNAS,2024-05-30T00:00:00+0000
176.81,178.23,176.26,177.4,15023847.0,178.23,176.26,177.4,176.81,15023847.0,1.0,0.0,GOOG,XNAS,2024-05-29T00:00:00+0000
175.74,178.51,175.68,178.02,15655340.0,178.51,175.68,178.02,175.74,15655340.0,1.0,0.0,GOOG,XNAS,2024-05-28T00:00:00+0000
176.52,177.3044,175.2,176.33,11403560.0,177.3044,175.2,176.33,176.52,11403560.0,1.0,0.0,GOOG,XNAS,2024-05-24T00:00:00+0000
178.78,179.91,174.54,175.06,14928363.0,179.91,174.54,175.06,178.78,14928363.0,1.0,0.0,GOOG,XNAS,2024-05-23T00:00:00+0000
178.4,178.852,176.7801,178.0,16189404.0,178.852,176.7801,178.0,178.4,16189404.0,1.0,0.0,GOOG,XNAS,2024-05-22T00:00:00+0000
178.4,179.82,177.31,179.54,14706021.0,179.82,177.31,179.54,178.4,14706021.0,1.0,0.0,GOOG,XNAS,2024-05-21T00:00:00+0000
177.31,179.95,177.225,178.46,17495122.0,179.95,177.225,178.46,177.31,17495122.0,1.0,0.0,GOOG,XNAS,2024-05-20T00:00:00+0000
175.55,177.495,174.98,177.29,16546353.0,177.495,174.98,177.29,175.55,16546353.0,1.0,0.0,GOOG,XNAS,2024-05-17T00:00:00+0000
174.6,176.34,174.05,175.43,17247311.0,176.34,174.05,175.43,174.6,17247311.0,1.0,0.0,GOOG,XNAS,2024-05-16T00:00:00+0000
172.3,174.0459,172.03,173.88,20958245.0,174.0459,172.03,173.88,172.3,20958245.0,1.0,0.0,GOOG,XNAS,2024-05-15T00:00:00+0000
171.59,172.78,170.42,171.93,18729463.0,172.78,170.42,171.93,171.59,18729463.0,1.0,0.0,GOOG,XNAS,2024-05-14T00:00:00+0000
165.847,170.95,165.76,170.9,19648585.0,170.95,165.76,170.9,165.847,19648585.0,1.0,0.0,GOOG,XNAS,2024-05-13T00:00:00+0000
169.69,171.34,167.91,170.29,18740458.0,171.34,167.91,170.29,169.69,18740458.0,1.0,0.0,GOOG,XNAS,2024-05-10T00:00:00+0000
171.15,172.44,169.93,171.58,11937704.0,172.44,169.93,171.58,171.15,11937704.0,1.0,0.0,GOOG,XNAS,2024-05-09T00:00:00+0000
